x,y
497,0.0940857
498,0.477417
499,0.57991
500,0.345215
501,-0.095459
502,-0.476013
503,-0.581909
504,-0.343643
505,0.0937805
506,0.476746
507,0.581512
508,0.342957
509,-0.092865
510,-0.478577
511,-0.579849
512,-0.34494
513,0.0940857
514,0.477417
515,0.57991
516,0.345215
517,-0.0954437
518,-0.475998
519,-0.581909
520,-0.343658
521,0.0937653
522,0.476761
523,0.581512
524,0.342957
525,-0.092865
526,-0.478577
527,-0.579849
528,-0.34494
529,0.0940857
530,0.477417
531,0.57991
532,0.345215
533,-0.0954437
534,-0.475998
535,-0.581909
536,-0.343658
537,0.0937653
538,0.476761
539,0.581512
540,0.342957
541,-0.092865
542,-0.478577
543,-0.579849
544,-0.34494
545,0.0940857
546,0.477417
547,0.57991
548,0.345215
549,-0.095459
550,-0.476013
551,-0.581924
552,-0.343658
553,0.0937653
554,0.476761
555,0.581528
556,0.342957
557,-0.0928497
558,-0.478592
559,-0.579849
560,-0.344925
561,0.0940857
562,0.477417
563,0.57991
564,0.345215
565,-0.095459
566,-0.476013
567,-0.581909
568,-0.343643
569,0.0937805
570,0.476746
571,0.581512
572,0.342957
573,-0.092865
574,-0.478577
575,-0.579849
576,-0.34494
577,0.0940857
578,0.477417
579,0.57991
580,0.345215
581,-0.0954437
582,-0.475998
583,-0.581909
584,-0.343658
585,0.0937653
586,0.476761
587,0.581512
588,0.342957
589,-0.092865
590,-0.478577
591,-0.579849
592,-0.34494
593,0.0940857
594,0.477417
595,0.57991
596,0.345215
597,-0.0954437
598,-0.475998
599,-0.581909
600,-0.343658
601,0.0937653
602,0.476761
603,0.581512
604,0.342957
605,-0.092865
606,-0.478577
607,-0.579849
608,-0.34494
609,0.0940857
610,0.477417
611,0.57991
612,0.345215
613,-0.0954437
614,-0.475998
615,-0.581909
616,-0.343658
617,0.0937653
618,0.476761
619,0.581512
620,0.342957
621,-0.092865
622,-0.478577
623,-0.579849
624,-0.34494
625,0.0940857
626,0.477417
627,0.57991
628,0.345215
629,-0.0954437
630,-0.475998
631,-0.581909
632,-0.343658
633,0.0937653
634,0.476761
635,0.581512
636,0.342957
637,-0.092865
638,-0.478577
639,-0.579849
640,-0.34494
641,0.0940857
642,0.477417
643,0.57991
644,0.345215
645,-0.0954437
646,-0.475998
647,-0.581909
648,-0.343658
649,0.0937653
650,0.476761
651,0.581512
652,0.342957
653,-0.092865
654,-0.478577
655,-0.579849
656,-0.34494
657,0.0940857
658,0.477417
659,0.57991
660,0.345215
661,-0.0954437
662,-0.475998
663,-0.581909
664,-0.343658
665,0.0937653
666,0.476761
667,0.581512
668,0.342957
669,-0.092865
670,-0.478577
671,-0.579849
672,-0.34494
673,0.0940857
674,0.477417
675,0.57991
676,0.345215
677,-0.0954437
678,-0.475998
679,-0.581909
680,-0.343658
681,0.0937653
682,0.476761
683,0.581512
684,0.342957
685,-0.092865
686,-0.478577
687,-0.579849
688,-0.34494
689,0.0940857
690,0.477417
691,0.57991
692,0.345215
693,-0.0954437
694,-0.475998
695,-0.581909
696,-0.343658
697,0.0937653
698,0.476761
699,0.581512
700,0.342957
701,-0.092865
702,-0.478577
703,-0.579849
704,-0.34494
705,0.0940857
706,0.477417
707,0.57991
708,0.345215
709,-0.0954437
710,-0.475998
711,-0.581909
712,-0.343658
713,0.0937653
714,0.476761
715,0.581512
716,0.342957
717,-0.092865
718,-0.478577
719,-0.579849
720,-0.34494
721,0.0940857
722,0.477417
723,0.57991
724,0.345215
725,-0.0954437
726,-0.475998
727,-0.581909
728,-0.343658
729,0.0937653
730,0.476761
731,0.581512
732,0.342957
733,-0.092865
734,-0.478577
735,-0.579849
736,-0.34494
737,0.0940857
738,0.477417
739,0.57991
740,0.345215
741,-0.095459
742,-0.476013
743,-0.581924
744,-0.343658
745,0.0937653
746,0.476761
747,0.581528
748,0.342957
749,-0.0928497
750,-0.478592
751,-0.579849
752,-0.344925
753,0.0940857
754,0.477417
755,0.57991
756,0.345215
757,-0.095459
758,-0.476013
759,-0.581909
760,-0.343643
761,0.0937653
762,0.476746
763,0.581528
764,0.342957
765,-0.0928497
766,-0.478592
767,-0.579849
768,-0.344925
769,0.0940857
770,0.477417
771,0.57991
772,0.345215
773,-0.095459
774,-0.476013
775,-0.581909
776,-0.343643
777,0.0937805
778,0.476746
779,0.581512
780,0.342957
781,-0.092865
782,-0.478577
783,-0.579849
784,-0.34494
785,0.0940857
786,0.477417
787,0.57991
788,0.345215
789,-0.0954437
790,-0.475998
791,-0.581909
792,-0.343658
793,0.0937653
794,0.476761
795,0.581512
796,0.342957
797,-0.092865
798,-0.478577
799,-0.579849
800,-0.34494
801,0.0940857
802,0.477417
803,0.57991
804,0.345215
805,-0.0954437
806,-0.475998
807,-0.581909
808,-0.343658
809,0.0937653
810,0.476761
811,0.581512
812,0.342957
813,-0.092865
814,-0.478577
815,-0.579849
816,-0.34494
817,0.0940857
818,0.477417
819,0.57991
820,0.345215
821,-0.0954437
822,-0.475998
823,-0.581909
824,-0.343658
825,0.0937653
826,0.476761
827,0.581512
828,0.342957
829,-0.092865
830,-0.478577
831,-0.579849
832,-0.34494
833,0.0940857
834,0.477417
835,0.57991
836,0.345215
837,-0.0954437
838,-0.475998
839,-0.581909
840,-0.343658
841,0.0937653
842,0.476761
843,0.581512
844,0.342957
845,-0.092865
846,-0.478577
847,-0.579849
848,-0.34494
849,0.0940857
850,0.477417
851,0.57991
852,0.345215
853,-0.0954437
854,-0.475998
855,-0.581909
856,-0.343658
857,0.0937653
858,0.476761
859,0.581512
860,0.342957
861,-0.092865
862,-0.478577
863,-0.579849
864,-0.34494
865,0.0940857
866,0.477417
867,0.57991
868,0.345215
869,-0.0954437
870,-0.475998
871,-0.581909
872,-0.343658
873,0.0937653
874,0.476761
875,0.581512
876,0.342957
877,-0.092865
878,-0.478577
879,-0.579849
880,-0.34494
881,0.0940857
882,0.477417
883,0.57991
884,0.345215
885,-0.095459
886,-0.476013
887,-0.581924
888,-0.343658
889,0.0937653
890,0.476761
891,0.581528
892,0.342957
893,-0.0928497
894,-0.478592
895,-0.579849
896,-0.344925
897,0.0940857
898,0.477417
899,0.57991
900,0.345215
901,-0.095459
902,-0.476013
903,-0.581909
904,-0.343643
905,0.0937805
906,0.476746
907,0.581512
908,0.342957
909,-0.092865
910,-0.478577
911,-0.579849
912,-0.34494
913,0.0940857
914,0.477417
915,0.57991
916,0.345215
917,-0.0954437
918,-0.475998
919,-0.581909
920,-0.343658
921,0.0937653
922,0.476761
923,0.581512
924,0.342957
925,-0.092865
926,-0.478577
927,-0.579849
928,-0.34494
929,0.0940857
930,0.477417
931,0.57991
932,0.345215
933,-0.0954437
934,-0.475998
935,-0.581909
936,-0.343658
937,0.0937653
938,0.476761
939,0.581512
940,0.342957
941,-0.092865
942,-0.478577
943,-0.579849
944,-0.34494
945,0.0940857
946,0.477417
947,0.57991
948,0.345215
949,-0.0954437
950,-0.475998
951,-0.581909
952,-0.343658
953,0.0937653
954,0.476761
955,0.581512
956,0.342957
957,-0.092865
958,-0.478577
959,-0.579849
960,-0.34494
961,0.0940857
962,0.477417
963,0.57991
964,0.345215
965,-0.0954437
966,-0.475998
967,-0.581909
968,-0.343658
969,0.0937653
970,0.476761
971,0.581512
972,0.342957
973,-0.092865
974,-0.478577
975,-0.579849
976,-0.34494
977,0.0940857
978,0.477417
979,0.57991
980,0.345215
981,-0.0954437
982,-0.475998
983,-0.581909
984,-0.343658
985,0.0937653
986,0.476761
987,0.581512
988,0.342957
989,-0.092865
990,-0.478577
991,-0.579849
992,-0.34494
993,0.0940857
994,0.477417
995,0.57991
996,0.345215
997,-0.0954437
998,-0.475998
999,-0.581909
1000,-0.343658
1001,0.0937653
1002,0.476761
1003,0.581512
1004,0.342957
1005,-0.092865
1006,-0.478577
1007,-0.579849
1008,-0.34494
1009,0.0940857
1010,0.477417
1011,0.57991
1012,0.345215
1013,-0.0954437
1014,-0.475998
1015,-0.581909
1016,-0.343658
1017,0.0937653
1018,0.476761
1019,0.581512
1020,0.342957
1021,-0.092865
1022,-0.478577
1023,-0.579849
1024,-0.34494
1025,0.0940857
1026,0.477417
1027,0.57991
1028,0.345215
1029,-0.0954437
1030,-0.475998
1031,-0.581909
1032,-0.343658
1033,0.0937653
1034,0.476761
1035,0.581512
1036,0.342957
1037,-0.092865
1038,-0.478577
1039,-0.579849
1040,-0.34494
1041,0.0940857
1042,0.477417
1043,0.57991
1044,0.345215
1045,-0.0954437
1046,-0.475998
1047,-0.581909
1048,-0.343658
1049,0.0937653
1050,0.476761
1051,0.581512
1052,0.342957
1053,-0.092865
1054,-0.478577
1055,-0.579849
1056,-0.34494
1057,0.0940857
1058,0.477417
1059,0.57991
1060,0.345215
1061,-0.0954437
1062,-0.475998
1063,-0.581909
1064,-0.343658
1065,0.0937653
1066,0.476761
1067,0.581512
1068,0.342957
1069,-0.092865
1070,-0.478577
1071,-0.579849
1072,-0.34494
1073,0.0940857
1074,0.477417
1075,0.57991
1076,0.345215
1077,-0.0954437
1078,-0.475998
1079,-0.581909
1080,-0.343658
1081,0.0937653
1082,0.476761
1083,0.581512
1084,0.342957
1085,-0.092865
1086,-0.478577
1087,-0.579849
1088,-0.34494
1089,0.0940857
1090,0.477417
1091,0.57991
1092,0.345215
1093,-0.095459
1094,-0.476013
1095,-0.581924
1096,-0.343658
1097,0.0937653
1098,0.476761
1099,0.581528
1100,0.342957
1101,-0.0928497
1102,-0.478592
1103,-0.579849
1104,-0.344925
1105,0.0940857
1106,0.477417
1107,0.57991
1108,0.345215
1109,-0.095459
1110,-0.476013
1111,-0.581909
1112,-0.343643
1113,0.0937805
1114,0.476746
1115,0.581512
1116,0.342957
1117,-0.092865
1118,-0.478577
1119,-0.579849
1120,-0.34494
1121,0.0940857
1122,0.477417
1123,0.57991
1124,0.345215
1125,-0.0954437
1126,-0.475998
1127,-0.581909
1128,-0.343658
1129,0.0937653
1130,0.476761
1131,0.581512
1132,0.342957
1133,-0.092865
1134,-0.478577
1135,-0.579849
1136,-0.34494
1137,0.0940857
1138,0.477417
1139,0.57991
1140,0.345215
1141,-0.0954437
1142,-0.475998
1143,-0.581909
1144,-0.343658
1145,0.0937653
1146,0.476761
1147,0.581512
1148,0.342957
1149,-0.092865
1150,-0.478577
1151,-0.579849
1152,-0.34494
1153,0.0940857
1154,0.477417
1155,0.57991
1156,0.345215
1157,-0.0954437
1158,-0.475998
1159,-0.581909
1160,-0.343658
1161,0.0937653
1162,0.476761
1163,0.581512
1164,0.342957
1165,-0.092865
1166,-0.478577
1167,-0.579849
1168,-0.34494
1169,0.0940857
1170,0.477417
1171,0.57991
1172,0.345215
1173,-0.0954437
1174,-0.475998
1175,-0.581909
1176,-0.343658
1177,0.0937653
1178,0.476761
1179,0.581512
1180,0.342957
1181,-0.092865
1182,-0.478577
1183,-0.579849
1184,-0.34494
1185,0.0940857
1186,0.477417
1187,0.57991
1188,0.345215
1189,-0.0954437
1190,-0.475998
1191,-0.581909
1192,-0.343658
1193,0.0937653
1194,0.476761
1195,0.581512
1196,0.342957
1197,-0.092865
1198,-0.478577
1199,-0.579849
1200,-0.34494
1201,0.0940857
1202,0.477417
1203,0.57991
1204,0.345215
1205,-0.0954437
1206,-0.475998
1207,-0.581909
1208,-0.343658
1209,0.0937653
1210,0.476761
1211,0.581512
1212,0.342957
1213,-0.092865
1214,-0.478577
1215,-0.579849
1216,-0.34494
1217,0.0940857
1218,0.477417
1219,0.57991
1220,0.345215
1221,-0.0954437
1222,-0.475998
1223,-0.581909
1224,-0.343658
1225,0.0937653
1226,0.476761
1227,0.581512
1228,0.342957
1229,-0.092865
1230,-0.478577
1231,-0.579849
1232,-0.34494
1233,0.0940857
1234,0.477417
1235,0.57991
1236,0.345215
1237,-0.0954437
1238,-0.475998
1239,-0.581909
1240,-0.343658
1241,0.0937653
1242,0.476761
1243,0.581512
1244,0.342957
1245,-0.092865
1246,-0.478577
1247,-0.579849
1248,-0.34494
1249,0.0940857
1250,0.477417
1251,0.57991
1252,0.345215
1253,-0.0954437
1254,-0.475998
1255,-0.581909
1256,-0.343658
1257,0.0937653
1258,0.476761
1259,0.581512
1260,0.342957
1261,-0.092865
1262,-0.478577
1263,-0.579849
1264,-0.34494
1265,0.0940857
1266,0.477417
1267,0.57991
1268,0.345215
1269,-0.0954437
1270,-0.475998
1271,-0.581909
1272,-0.343658
1273,0.0937653
1274,0.476761
1275,0.581512
1276,0.342957
1277,-0.092865
1278,-0.478577
1279,-0.579849
1280,-0.34494
1281,0.0940857
1282,0.477417
1283,0.57991
1284,0.345215
1285,-0.0954437
1286,-0.475998
1287,-0.581909
1288,-0.343658
1289,0.0937653
1290,0.476761
1291,0.581512
1292,0.342957
1293,-0.092865
1294,-0.478577
1295,-0.579849
1296,-0.34494
1297,0.0940857
1298,0.477417
1299,0.57991
1300,0.345215
1301,-0.0954437
1302,-0.475998
1303,-0.581909
1304,-0.343658
1305,0.0937653
1306,0.476761
1307,0.581512
1308,0.342957
1309,-0.092865
1310,-0.478577
1311,-0.579849
1312,-0.34494
1313,0.0940857
1314,0.477417
1315,0.57991
1316,0.345215
1317,-0.0954437
1318,-0.475998
1319,-0.581909
1320,-0.343658
1321,0.0937653
1322,0.476761
1323,0.581512
1324,0.342957
1325,-0.092865
1326,-0.478577
1327,-0.579849
1328,-0.34494
1329,0.0940857
1330,0.477417
1331,0.57991
1332,0.345215
1333,-0.0954437
1334,-0.475998
1335,-0.581909
1336,-0.343658
1337,0.0937653
1338,0.476761
1339,0.581512
1340,0.342957
1341,-0.092865
1342,-0.478577
1343,-0.579849
1344,-0.34494
1345,0.0940857
1346,0.477417
1347,0.57991
1348,0.345215
1349,-0.0954437
1350,-0.475998
1351,-0.581909
1352,-0.343658
1353,0.0937653
1354,0.476761
1355,0.581512
1356,0.342957
1357,-0.092865
1358,-0.478577
1359,-0.579849
1360,-0.34494
1361,0.0940857
1362,0.477417
1363,0.57991
1364,0.345215
1365,-0.0954437
1366,-0.475998
1367,-0.581909
1368,-0.343658
1369,0.0937653
1370,0.476761
1371,0.581512
1372,0.342957
1373,-0.092865
1374,-0.478577
1375,-0.579849
1376,-0.34494
1377,0.0940857
1378,0.477417
1379,0.57991
1380,0.345215
1381,-0.0954437
1382,-0.475998
1383,-0.581909
1384,-0.343658
1385,0.0937653
1386,0.476761
1387,0.581512
1388,0.342957
1389,-0.092865
1390,-0.478577
1391,-0.579849
1392,-0.34494
1393,0.0940857
1394,0.477417
1395,0.57991
1396,0.345215
1397,-0.0954437
1398,-0.475998
1399,-0.581909
1400,-0.343658
1401,0.0937653
1402,0.476761
1403,0.581512
1404,0.342957
1405,-0.092865
1406,-0.478577
1407,-0.579849
1408,-0.34494
1409,0.0940857
1410,0.477417
1411,0.57991
1412,0.345215
1413,-0.0954437
1414,-0.475998
1415,-0.581909
1416,-0.343658
1417,0.0937653
1418,0.476761
1419,0.581512
1420,0.342957
1421,-0.092865
1422,-0.478577
1423,-0.579849
1424,-0.34494
1425,0.0940857
1426,0.477417
1427,0.57991
1428,0.345215
1429,-0.0954437
1430,-0.475998
1431,-0.581909
1432,-0.343658
1433,0.0937653
1434,0.476761
1435,0.581512
1436,0.342957
1437,-0.092865
1438,-0.478577
1439,-0.579849
1440,-0.34494
1441,0.0940857
1442,0.477417
1443,0.57991
1444,0.345215
1445,-0.0954437
1446,-0.475998
1447,-0.581909
1448,-0.343658
1449,0.0937653
1450,0.476761
1451,0.581512
1452,0.342957
1453,-0.092865
1454,-0.478577
1455,-0.579849
1456,-0.34494
1457,0.0940857
1458,0.477417
1459,0.57991
1460,0.345215
1461,-0.0954437
1462,-0.475998
1463,-0.581909
1464,-0.343658
1465,0.0937653
1466,0.476761
1467,0.581512
1468,0.342957
1469,-0.092865
1470,-0.478577
1471,-0.579849
1472,-0.34494
1473,0.0940857
1474,0.477417
1475,0.57991
1476,0.345215
1477,-0.0954437
1478,-0.475998
1479,-0.581909
1480,-0.343658
1481,0.0937653
1482,0.476761
1483,0.581512
1484,0.342957
1485,-0.092865
1486,-0.478577
1487,-0.579849
1488,-0.34494
1489,0.0940857
1490,0.477417
1491,0.57991
1492,0.345215
1493,-0.0954437
1494,-0.475998
1495,-0.581909
1496,-0.343658
1497,0.0937653
1498,0.476761
1499,0.581512
1500,0.342957
1501,-0.092865
1502,-0.478577
1503,-0.579849
1504,-0.34494
1505,0.0940857
1506,0.477417
1507,0.57991
1508,0.345215
1509,-0.0954437
1510,-0.475998
1511,-0.581909
1512,-0.343658
1513,0.0937653
1514,0.476761
1515,0.581512
1516,0.342957
1517,-0.092865
1518,-0.478577
1519,-0.579849
1520,-0.34494
1521,0.0940857
1522,0.477417
1523,0.57991
1524,0.345215
1525,-0.0954437
1526,-0.475998
1527,-0.581909
1528,-0.343658
1529,0.0937653
1530,0.476761
1531,0.581512
1532,0.342957
1533,-0.092865
1534,-0.478577
1535,-0.579849
1536,-0.34494
1537,0.0940857
1538,0.477417
1539,0.57991
1540,0.345215
1541,-0.0954437
1542,-0.475998
1543,-0.581909
1544,-0.343658
1545,0.0937653
1546,0.476761
1547,0.581512
1548,0.342957
1549,-0.092865
1550,-0.478577
1551,-0.579849
1552,-0.34494
1553,0.0940857
1554,0.477417
1555,0.57991
1556,0.345215
1557,-0.095459
1558,-0.476013
1559,-0.581924
1560,-0.343658
1561,0.0937653
1562,0.476761
1563,0.581528
1564,0.342957
1565,-0.0928497
1566,-0.478592
1567,-0.579849
1568,-0.344925
1569,0.0940857
1570,0.477417
1571,0.57991
1572,0.345215
1573,-0.095459
1574,-0.476013
1575,-0.581909
1576,-0.343643
1577,0.0937805
1578,0.476746
1579,0.581512
1580,0.342957
1581,-0.092865
1582,-0.478577
1583,-0.579849
1584,-0.34494
1585,0.0940857
1586,0.477417
1587,0.57991
1588,0.345215
1589,-0.0954437
1590,-0.475998
1591,-0.581909
1592,-0.343658
1593,0.0937653
1594,0.476761
1595,0.581512
1596,0.342957
1597,-0.092865
1598,-0.478577
1599,-0.579849
1600,-0.34494
1601,0.0940857
1602,0.477417
1603,0.57991
1604,0.345215
1605,-0.0954437
1606,-0.475998
1607,-0.581909
1608,-0.343658
1609,0.0937653
1610,0.476761
1611,0.581512
1612,0.342957
1613,-0.092865
1614,-0.478577
1615,-0.579849
1616,-0.34494
1617,0.0940857
1618,0.477417
1619,0.57991
1620,0.345215
1621,-0.0954437
1622,-0.475998
1623,-0.581909
1624,-0.343658
1625,0.0937653
1626,0.476761
1627,0.581512
1628,0.342957
1629,-0.092865
1630,-0.478577
1631,-0.579849
1632,-0.34494
1633,0.0940857
1634,0.477417
1635,0.57991
1636,0.345215
1637,-0.0954437
1638,-0.475998
1639,-0.581909
1640,-0.343658
1641,0.0937653
1642,0.476761
1643,0.581512
1644,0.342957
1645,-0.092865
1646,-0.478577
1647,-0.579849
1648,-0.34494
1649,0.0940857
1650,0.477417
1651,0.57991
1652,0.345215
1653,-0.0954437
1654,-0.475998
1655,-0.581909
1656,-0.343658
1657,0.0937653
1658,0.476761
1659,0.581512
1660,0.342957
1661,-0.092865
1662,-0.478577
1663,-0.579849
1664,-0.34494
1665,0.0940857
1666,0.477417
1667,0.57991
1668,0.345215
1669,-0.0954437
1670,-0.475998
1671,-0.581909
1672,-0.343658
1673,0.0937653
1674,0.476761
1675,0.581512
1676,0.342957
1677,-0.092865
1678,-0.478577
1679,-0.579849
1680,-0.34494
1681,0.0940857
1682,0.477417
1683,0.57991
1684,0.345215
1685,-0.0954437
1686,-0.475998
1687,-0.581909
1688,-0.343658
1689,0.0937653
1690,0.476761
1691,0.581512
1692,0.342957
1693,-0.092865
1694,-0.478577
1695,-0.579849
1696,-0.34494
1697,0.0940857
1698,0.477417
1699,0.57991
1700,0.345215
1701,-0.0954437
1702,-0.475998
1703,-0.581909
1704,-0.343658
1705,0.0937653
1706,0.476761
1707,0.581512
1708,0.342957
1709,-0.092865
1710,-0.478577
1711,-0.579849
1712,-0.34494
1713,0.0940857
1714,0.477417
1715,0.57991
1716,0.345215
1717,-0.095459
1718,-0.476013
1719,-0.581924
1720,-0.343658
1721,0.0937653
1722,0.476761
1723,0.581528
1724,0.342957
