x,y,z
357,-4.22876e-41,0.000555556
358,-3.14199e-40,-0.000555556
359,-3.20246e-40,0.000555556
360,-1.63752e-40,-0.000555556
361,1.20211e-41,0.000555556
362,1.11474e-40,-0.000555556
363,1.15409e-40,0.000555556
364,6.00653e-41,-0.000555556
365,-3.1735e-42,0.000555556
366,-3.953e-41,-0.000555556
367,-4.15789e-41,0.000555556
368,-2.20188e-41,-0.000555556
369,7.2667e-43,0.000555556
370,1.40106e-41,-0.000555556
371,1.49757e-41,0.000555556
372,8.06688e-42,-0.000555556
373,-1.11844e-43,0.000555556
374,-4.96315e-42,-0.000555556
375,-5.39236e-42,0.000555556
376,-2.95371e-42,-0.000555556
377,-1.36597e-44,0.000555556
378,1.7572e-42,-0.000555556
379,1.94111e-42,0.000555556
380,1.08091e-42,-0.000555556
381,2.43286e-44,0.000555556
382,-6.21782e-43,-0.000555556
383,-6.98558e-43,0.000555556
384,-3.95344e-43,-0.000555556
385,-1.57439e-44,0.000555556
386,2.19888e-43,-0.000555556
387,2.51323e-43,0.000555556
388,1.44523e-43,-0.000555556
389,8.18103e-45,0.000555556
390,-7.77145e-44,-0.000555556
391,-9.03946e-44,0.000555556
392,-5.28054e-44,-0.000555556
393,-3.84912e-45,0.000555556
394,2.74492e-44,-0.000555556
395,3.25036e-44,0.000555556
396,1.92844e-44,-0.000555556
397,1.71072e-45,0.000555556
398,-9.68886e-45,-0.000555556
399,-1.16842e-44,0.000555556
400,-7.03928e-45,-0.000555556
401,-7.327e-46,0.000555556
402,3.4176e-45,-0.000555556
403,4.19898e-45,0.000555556
404,2.56832e-45,-0.000555556
405,3.05762e-46,0.000555556
406,-1.20465e-45,-0.000555556
407,-1.50857e-45,0.000555556
408,-9.3664e-46,-0.000555556
409,-1.2516e-46,0.000555556
410,4.24308e-46,-0.000555556
411,5.41835e-46,0.000555556
412,3.41434e-46,-0.000555556
413,5.0476e-47,0.000555556
414,-1.49337e-46,-0.000555556
415,-1.94556e-46,0.000555556
416,-1.24409e-46,-0.000555556
417,-2.01169e-47,0.000555556
418,5.25171e-47,-0.000555556
419,6.98389e-47,0.000555556
420,4.53126e-47,-0.000555556
421,7.94047e-48,0.000555556
422,-1.8453e-47,-0.000555556
423,-2.50626e-47,0.000555556
424,-1.64971e-47,-0.000555556
425,-3.1092e-48,0.000555556
426,6.47812e-48,-0.000555556
427,8.99145e-48,0.000555556
428,6.00372e-48,-0.000555556
429,1.20923e-48,0.000555556
430,-2.27209e-48,-0.000555556
431,-3.22483e-48,0.000555556
432,-2.18406e-48,-0.000555556
433,-4.67569e-49,0.000555556
434,7.9611e-49,-0.000555556
435,1.15626e-48,0.000555556
436,7.94223e-49,-0.000555556
437,1.79888e-49,0.000555556
438,-2.78657e-49,-0.000555556
439,-4.14456e-49,0.000555556
440,-2.88707e-49,-0.000555556
441,-6.89041e-50,0.000555556
442,9.74296e-50,-0.000555556
443,1.48515e-49,0.000555556
444,1.04909e-49,-0.000555556
445,2.62906e-50,0.000555556
446,-3.40256e-50,-0.000555556
447,-5.32025e-50,0.000555556
448,-3.81074e-50,-0.000555556
449,-9.99665e-51,0.000555556
450,1.18681e-50,-0.000555556
451,1.90529e-50,0.000555556
452,1.38374e-50,-0.000555556
453,3.78932e-51,0.000555556
454,-4.13415e-51,-0.000555556
455,-6.82116e-51,0.000555556
456,-5.02279e-51,-0.000555556
457,-1.43237e-51,0.000555556
458,1.43807e-51,-0.000555556
459,2.4413e-51,0.000555556
460,1.82258e-51,-0.000555556
461,5.40066e-52,0.000555556
462,-4.99478e-52,-0.000555556
463,-8.73466e-52,0.000555556
464,-6.61125e-52,-0.000555556
465,-2.03158e-52,0.000555556
466,1.73201e-52,-0.000555556
467,3.12416e-52,0.000555556
468,2.39737e-52,-0.000555556
469,7.62611e-53,0.000555556
470,-5.9955e-53,-0.000555556
471,-1.11707e-52,0.000555556
472,-8.69049e-53,-0.000555556
473,-2.85711e-53,0.000555556
474,2.07147e-53,-0.000555556
475,3.99289e-53,0.000555556
476,3.14929e-53,-0.000555556
477,1.06849e-53,0.000555556
478,-7.14238e-54,-0.000555556
479,-1.42675e-53,0.000555556
480,-1.14089e-53,-0.000555556
481,-3.98923e-54,0.000555556
482,2.45717e-54,-0.000555556
483,5.09642e-54,0.000555556
484,4.13177e-54,-0.000555556
485,1.48709e-54,0.000555556
486,-8.43263e-55,-0.000555556
487,-1.81984e-54,0.000555556
488,-1.49587e-54,-0.000555556
489,-5.5355e-55,0.000555556
490,2.88616e-55,-0.000555556
491,6.49607e-55,0.000555556
492,5.41399e-55,-0.000555556
493,2.05774e-55,0.000555556
494,-9.84878e-56,-0.000555556
495,-2.31801e-55,0.000555556
496,-1.95888e-55,-0.000555556
497,-7.63967e-56,0.000555556
498,3.34967e-56,-0.000555556
499,8.26844e-56,0.000555556
500,7.08548e-56,-0.000555556
501,2.83296e-56,0.000555556
502,-1.13503e-56,-0.000555556
503,-2.94831e-56,0.000555556
504,-2.56212e-56,-0.000555556
505,-1.04935e-56,0.000555556
506,3.82988e-57,-0.000555556
507,1.0509e-56,0.000555556
508,9.26194e-57,-0.000555556
509,3.88275e-57,0.000555556
510,-1.28614e-57,-0.000555556
511,-3.7444e-57,0.000555556
512,-3.34716e-57,-0.000555556
513,-1.43523e-57,0.000555556
514,4.29538e-58,-0.000555556
515,1.33363e-57,0.000555556
516,1.20927e-57,-0.000555556
517,5.30021e-58,0.000555556
518,-1.42541e-58,-0.000555556
519,-4.74808e-58,0.000555556
520,-4.36764e-58,-0.000555556
521,-1.95556e-58,0.000555556
522,4.69472e-59,-0.000555556
523,1.68975e-58,0.000555556
524,1.57704e-58,-0.000555556
525,7.20897e-59,0.000555556
526,-1.53239e-59,-0.000555556
527,-6.01102e-59,0.000555556
528,-5.69268e-59,-0.000555556
529,-2.65534e-59,0.000555556
530,4.94735e-60,-0.000555556
531,2.13741e-59,0.000555556
532,2.05431e-59,-0.000555556
533,9.77297e-60,0.000555556
534,-1.57561e-60,-0.000555556
535,-7.59696e-60,0.000555556
536,-7.41128e-60,-0.000555556
537,-3.59424e-60,0.000555556
538,4.93108e-61,-0.000555556
539,2.69896e-60,0.000555556
540,2.67299e-60,-0.000555556
541,1.32092e-60,0.000555556
542,-1.50789e-61,-0.000555556
543,-9.58417e-61,0.000555556
544,-9.63785e-61,-0.000555556
545,-4.85114e-61,0.000555556
546,4.46462e-62,-0.000555556
547,3.40179e-61,0.000555556
548,3.47409e-61,-0.000555556
549,1.78043e-61,0.000555556
550,-1.25985e-62,-0.000555556
551,-1.20684e-61,0.000555556
552,-1.25193e-61,-0.000555556
553,-6.53022e-62,0.000555556
554,3.28354e-63,-0.000555556
555,4.27932e-62,0.000555556
556,4.51024e-62,-0.000555556
557,2.39367e-62,0.000555556
558,-7.3105e-64,-0.000555556
559,-1.51662e-62,0.000555556
560,-1.62442e-62,-0.000555556
561,-8.76888e-63,0.000555556
562,1.00736e-64,-0.000555556
563,5.37214e-63,0.000555556
564,5.84891e-63,-0.000555556
565,3.21052e-63,0.000555556
566,2.22241e-65,-0.000555556
567,-1.90187e-63,0.000555556
568,-2.10539e-63,-0.000555556
569,-1.17481e-63,0.000555556
570,-2.90545e-65,-0.000555556
571,6.72923e-64,0.000555556
572,7.57649e-64,-0.000555556
573,4.29659e-64,0.000555556
574,1.80361e-65,-0.000555556
575,-2.37956e-64,0.000555556
576,-2.72573e-64,-0.000555556
577,-1.57057e-64,0.000555556
578,-9.21873e-66,-0.000555556
579,8.40935e-65,0.000555556
580,9.80341e-65,-0.000555556
581,5.73814e-65,0.000555556
582,4.29909e-66,-0.000555556
583,-2.96999e-65,0.000555556
584,-3.52493e-65,-0.000555556
585,-2.09543e-65,0.000555556
586,-1.90016e-66,-0.000555556
587,1.04824e-65,0.000555556
588,1.26707e-65,-0.000555556
589,7.64838e-66,0.000555556
590,8.10766e-67,-0.000555556
591,-3.69718e-66,0.000555556
592,-4.55336e-66,-0.000555556
593,-2.79039e-66,0.000555556
594,-3.3741e-67,-0.000555556
595,1.30308e-66,0.000555556
596,1.63584e-66,-0.000555556
597,1.01757e-66,0.000555556
598,1.37826e-67,-0.000555556
599,-4.58934e-67,0.000555556
600,-5.87523e-67,-0.000555556
601,-3.70915e-67,0.000555556
602,-5.54925e-68,-0.000555556
603,1.61507e-67,0.000555556
604,2.10953e-67,-0.000555556
605,1.35144e-67,0.000555556
606,2.20868e-68,-0.000555556
607,-5.67911e-68,0.000555556
608,-7.57223e-68,-0.000555556
609,-4.92199e-68,0.000555556
610,-8.70848e-69,-0.000555556
611,1.99526e-68,0.000555556
612,2.71729e-68,-0.000555556
613,1.79187e-68,0.000555556
614,3.40678e-69,-0.000555556
615,-7.00375e-69,0.000555556
616,-9.74819e-69,-0.000555556
617,-6.52076e-69,0.000555556
618,-1.32392e-69,-0.000555556
619,2.45614e-69,0.000555556
620,3.49611e-69,-0.000555556
621,2.37204e-69,0.000555556
622,5.11574e-70,-0.000555556
623,-8.6049e-70,0.000555556
624,-1.25348e-69,-0.000555556
625,-8.62538e-70,0.000555556
626,-1.96701e-70,-0.000555556
627,3.01151e-70,0.000555556
628,4.49287e-70,-0.000555556
629,3.13525e-70,0.000555556
630,7.53054e-71,-0.000555556
631,-1.05279e-70,0.000555556
632,-1.6099e-70,-0.000555556
633,-1.13922e-70,0.000555556
634,-2.87198e-71,-0.000555556
635,3.67613e-71,0.000555556
636,5.76693e-71,-0.000555556
637,4.13795e-71,0.000555556
638,1.09158e-71,-0.000555556
639,-1.28203e-71,0.000555556
640,-2.06518e-71,-0.000555556
641,-1.50248e-71,0.000555556
642,-4.13622e-72,-0.000555556
643,4.46505e-72,0.000555556
644,7.39328e-72,-0.000555556
645,5.45358e-72,0.000555556
646,1.56297e-72,-0.000555556
647,-1.55288e-72,0.000555556
648,-2.64595e-72,-0.000555556
649,-1.97882e-72,0.000555556
650,-5.89129e-73,-0.000555556
651,5.39249e-73,0.000555556
652,9.46651e-73,-0.000555556
653,7.17767e-73,0.000555556
654,2.21553e-73,-0.000555556
655,-1.86952e-73,0.000555556
656,-3.38579e-73,-0.000555556
657,-2.60266e-73,0.000555556
658,-8.31449e-74,-0.000555556
659,6.47001e-74,0.000555556
660,1.21057e-73,-0.000555556
661,9.43427e-74,0.000555556
662,3.11427e-74,-0.000555556
663,-2.23486e-74,0.000555556
664,-4.32691e-74,-0.000555556
665,-3.41868e-74,0.000555556
666,-1.16441e-74,-0.000555556
667,7.70363e-75,0.000555556
668,1.54604e-74,-0.000555556
669,1.23843e-74,0.000555556
670,4.34647e-75,-0.000555556
671,-2.64946e-75,0.000555556
672,-5.52229e-75,-0.000555556
673,-4.48484e-75,0.000555556
674,-1.61995e-75,-0.000555556
675,9.08958e-76,0.000555556
676,1.97183e-75,-0.000555556
677,1.62363e-75,0.000555556
678,6.02901e-76,-0.000555556
679,-3.10989e-76,0.000555556
680,-7.03828e-76,-0.000555556
681,-5.87618e-76,0.000555556
682,-2.24083e-76,-0.000555556
683,1.0608e-76,0.000555556
684,2.51137e-76,-0.000555556
685,2.12603e-76,0.000555556
686,8.31811e-77,-0.000555556
687,-3.60627e-77,0.000555556
688,-8.95776e-77,-0.000555556
689,-7.68978e-77,0.000555556
690,-3.0841e-77,-0.000555556
691,1.22136e-77,0.000555556
692,3.19395e-77,-0.000555556
693,2.78053e-77,0.000555556
694,1.14221e-77,-0.000555556
695,-4.11884e-78,0.000555556
696,-1.1384e-77,-0.000555556
697,-1.00511e-77,0.000555556
698,-4.22581e-78,-0.000555556
699,1.38227e-78,0.000555556
700,4.05599e-78,-0.000555556
701,3.63222e-78,0.000555556
702,1.56185e-78,-0.000555556
703,-4.61295e-79,0.000555556
704,-1.44454e-78,-0.000555556
705,-1.31221e-78,0.000555556
706,-5.76712e-79,-0.000555556
707,1.52944e-79,0.000555556
708,5.14266e-79,-0.000555556
709,4.73926e-79,0.000555556
710,2.12759e-79,-0.000555556
711,-5.03206e-80,0.000555556
712,-1.83008e-79,-0.000555556
713,-1.71117e-79,0.000555556
714,-7.84234e-80,-0.000555556
715,1.64042e-80,0.000555556
716,6.50987e-80,-0.000555556
717,6.1766e-80,0.000555556
718,2.88834e-80,-0.000555556
719,-5.28787e-81,0.000555556
720,-2.31467e-80,-0.000555556
721,-2.22886e-80,0.000555556
722,-1.06295e-80,-0.000555556
723,1.68075e-81,0.000555556
724,8.22652e-81,-0.000555556
725,8.04072e-81,0.000555556
726,3.90888e-81,-0.000555556
727,-5.24662e-82,0.000555556
728,-2.92246e-81,-0.000555556
729,-2.89991e-81,0.000555556
730,-1.43642e-81,-0.000555556
731,1.59879e-82,0.000555556
732,1.03772e-81,-0.000555556
733,1.04556e-81,0.000555556
734,5.27489e-82,-0.000555556
735,-4.71008e-83,0.000555556
736,-3.68304e-82,-0.000555556
737,-3.76874e-82,0.000555556
738,-1.93579e-82,-0.000555556
739,1.31876e-83,0.000555556
740,1.30654e-82,-0.000555556
741,1.35807e-82,0.000555556
742,7.0995e-83,-0.000555556
743,-3.38945e-84,0.000555556
744,-4.63254e-83,-0.000555556
745,-4.89243e-83,0.000555556
746,-2.60215e-83,-0.000555556
747,7.30961e-85,0.000555556
748,1.64169e-83,-0.000555556
749,1.76201e-83,0.000555556
750,9.5319e-84,-0.000555556
751,-8.69453e-86,0.000555556
752,-5.81478e-84,-0.000555556
753,-6.34409e-84,0.000555556
754,-3.48963e-84,-0.000555556
755,-3.21406e-86,0.000555556
756,2.05842e-84,-0.000555556
757,2.28355e-84,0.000555556
758,1.27685e-84,-0.000555556
759,3.44061e-86,0.000555556
760,-7.28264e-85,-0.000555556
761,-8.21734e-85,0.000555556
762,-4.66949e-85,-0.000555556
763,-2.06035e-86,0.000555556
764,2.57506e-85,-0.000555556
765,2.95618e-85,0.000555556
766,1.70677e-85,-0.000555556
767,1.03735e-86,0.000555556
768,-9.09952e-86,-0.000555556
769,-1.06319e-85,0.000555556
770,-6.23536e-86,-0.000555556
771,-4.79763e-87,0.000555556
772,3.21347e-86,-0.000555556
773,3.82268e-86,0.000555556
774,2.27686e-86,-0.000555556
775,2.10942e-87,0.000555556
776,-1.13408e-86,-0.000555556
777,-1.37406e-86,0.000555556
778,-8.31012e-87,-0.000555556
779,-8.96795e-88,0.000555556
780,3.99959e-87,-0.000555556
781,4.93763e-87,0.000555556
782,3.03164e-87,-0.000555556
783,3.72223e-88,0.000555556
784,-1.40954e-87,-0.000555556
785,-1.77382e-87,0.000555556
786,-1.10548e-87,-0.000555556
787,-1.51738e-88,0.000555556
788,4.96379e-88,-0.000555556
789,6.3706e-88,0.000555556
790,4.02938e-88,-0.000555556
791,6.09964e-89,0.000555556
792,-1.74667e-88,-0.000555556
793,-2.28731e-88,0.000555556
794,-1.46804e-88,-0.000555556
795,-2.4246e-89,0.000555556
796,6.14121e-89,-0.000555556
797,8.21009e-89,0.000555556
798,5.34637e-89,-0.000555556
799,9.54958e-90,0.000555556
800,-2.15737e-89,-0.000555556
801,-2.94608e-89,0.000555556
802,-1.94627e-89,-0.000555556
803,-3.73246e-90,0.000555556
804,7.57191e-90,-0.000555556
805,1.05686e-89,0.000555556
806,7.08228e-90,-0.000555556
807,1.44937e-90,0.000555556
808,-2.65506e-90,-0.000555556
809,-3.79019e-90,0.000555556
810,-2.57617e-90,-0.000555556
811,-5.59675e-91,0.000555556
812,9.30061e-91,-0.000555556
813,1.35887e-90,0.000555556
814,9.36723e-91,-0.000555556
815,2.15072e-91,0.000555556
816,-3.25455e-91,-0.000555556
817,-4.87043e-91,0.000555556
818,-3.40475e-91,-0.000555556
819,-8.22963e-92,0.000555556
820,1.13759e-91,-0.000555556
821,1.74513e-91,0.000555556
822,1.23709e-91,-0.000555556
823,3.13718e-92,0.000555556
824,-3.97161e-92,-0.000555556
825,-6.25108e-92,0.000555556
826,-4.49322e-92,-0.000555556
827,-1.19189e-92,0.000555556
